threat_name,sig_type,sig_data
"_!Cinmus.E","SIGNATURE_TYPE_PEHSTR","0900090007000004001C000000446F535353657475702E444C4C00446F53535365747570000001000C4669727374496E7374616C6C010006766572696F6E010013646464642C204D4D4D4D2064642C20797979790100124765744C617374416374697665506F7075700100163C70726F6772616D206E616D6520756E6B6E6F776E3E01000C4372656174654D75746578410000"
"_!Cinmus.E","SIGNATURE_TYPE_THREAT_END","37D90100"
"_!Vundo.CQ!dll","SIGNATURE_TYPE_THREAT_BEGIN","94D901000000010008000E00AC2156756E646F2E435121646C6C00000140058308000400"
"_!Vundo.CQ!dll","SIGNATURE_TYPE_PEHSTR","D200D20012000064002431364234333546362D423643452D344632342D413536382D39343442323745443931394364001374617267657474656462616E6E65722E62697A01000C26007400610069006C003D0001001026006500780063006500650064003D00010008260074006D003D000100082600690064003D000100122600760065007200730069006F006E003D00010012260063006C00690063006B00650064003D0001000E730068006F007700650064003D0001001C4900730052006F007400610074006F00720050006F0070007500700001001463006C00690063006B006C0069006D006900740001001872006500660072006500730068005F00740069006D00650001002067006C006F0062005F0063006C00690063006B005F006C0069006D00690074000100166D00610078005F0069006D007000720065007300730001001050006F007000750070004D006700720001003049006E007400650072006E006500740020004500780070006C006F007200650072005F0053006500720076006500720001005E43006F006E00740065006E0074002D0054007900700065003A0020006100700070006C00690063006100740069006F006E002F0078002D007700770077002D0066006F0072006D002D00750072006C0065006E0063006F0064006500640001000A6F0070006500720061000000"
"_!Vundo.CQ!dll","SIGNATURE_TYPE_THREAT_END","94D90100"
"_!Hamweq.CM","SIGNATURE_TYPE_THREAT_BEGIN","DFD901000000010005000B00A42148616D7765712E434D00000140058364000400"
"_!Hamweq.CM","SIGNATURE_TYPE_PEHSTR","0600060006000001002430384230453543302D344643422D313143462D414158352D39303430314336303835313201000B746173737765712E636F6D0100076973652E657865010018437265617465546F6F6C68656C703332536E617073686F7401000D676574686F737462796E616D65010010496E7465726E65744F70656E55726C410000"
"_!Hamweq.CM","SIGNATURE_TYPE_THREAT_END","DFD90100"
"_!Coulomb.A","SIGNATURE_TYPE_THREAT_BEGIN","1FDB0100000001000B000B00F421436F756C6F6D622E4100000140058224000400"
"_!Coulomb.A","SIGNATURE_TYPE_PEHSTR","0C000C00080000050044642E657865000000536F6674776172655C436F756C6F6D625C46506172616D006F70656E0000000041584C6F61646572000000005C000000787C636F6D6C6F61647C257305006B276C6F616465723220436C617373270D0A09097B0D0A09090950726F674944203D20732027436F6D6C6F61642E6C6F61646572322E31270D0A09090956657273696F6E496E646570656E64656E7450726F674944203D20732027436F6D6C6F61642E6C6F616465723227270300ED43006F006D00700061006E0079004E0061006D0065000000000043006F0075006C006F006D00620020004C00740064000000540016000100460069006C0065004400650073006300720069007000740069006F006E000000000043006F006E00740065006E0074002000410063006300650073007300200050006C007500670069006E00000038000C000100460069006C006500560065007200730069006F006E000000000031002C00200030002C00200030002C00200031003000000030000800010049006E007400650072006E0061006C004E0061006D006500000043004F004D004C004F00410044000002000C2E697062696C6C2E636F6D2F02000F687474703A2F2F3231372E37332E3601002432363646393438412D334445452D343237302D384635352D45373941434344353639464101002441443746414642302D313644362D343043332D414632372D35383544364536343533464401002439453130383942432D314145382D343638352D384437372D3637323145354333313841380000"
